,year,GeoLocation
5892,1996.0,Libya
5893,1996.0,Libya
5894,1996.0,Libya
5895,1996.0,Libya
5896,1996.0,Libya
5897,1996.0,Libya
5898,1996.0,Libya
5899,1996.0,Libya
5900,1996.0,Libya
5901,1996.0,Libya
5902,1996.0,Libya
5903,1996.0,Libya
5904,1996.0,Libya
5905,1996.0,Libya
5906,1996.0,Libya
5907,1996.0,Libya
5908,1996.0,Libya
5909,1996.0,Libya
5910,1996.0,Libya
5911,1996.0,Libya
5912,1996.0,Libya
5913,1996.0,Libya
5914,1996.0,Libya
5915,1996.0,Libya
5916,1996.0,Libya
5917,1996.0,Libya
5918,1996.0,Libya
5919,1996.0,Libya
5920,1996.0,Libya
5921,1996.0,Libya
5922,1996.0,Libya
5923,1996.0,Libya
5924,1996.0,Libya
5925,1996.0,Libya
5926,1996.0,Libya
5927,1996.0,Libya
5928,1996.0,Libya
5929,1996.0,Libya
5930,1996.0,Libya
5931,1996.0,Libya
5932,1996.0,Libya
5933,1996.0,Libya
5934,1996.0,Libya
5935,1996.0,Libya
5936,1996.0,Libya
5937,1996.0,Libya
5938,1996.0,Libya
5939,1996.0,Libya
5940,1996.0,Libya
5941,1996.0,Libya
5942,1996.0,Libya
5943,1996.0,Libya
5944,1996.0,Libya
5945,1996.0,Libya
5946,1996.0,Libya
5947,1996.0,Libya
5948,1996.0,Libya
5949,1996.0,Libya
5950,1996.0,Libya
5951,1996.0,Libya
5952,1996.0,Libya
5953,1996.0,Libya
5954,1996.0,Libya
5955,1996.0,Libya
5956,1996.0,Libya
5957,1996.0,Libya
5958,1996.0,Libya
5959,1996.0,Libya
5960,1996.0,Libya
5961,1996.0,Libya
5962,1996.0,Libya
5963,1996.0,Libya
5964,1996.0,Libya
5965,1996.0,Libya
5966,1996.0,Libya
5967,1996.0,Libya
5968,1996.0,Libya
5969,1996.0,Libya
5970,1996.0,Libya
5971,1996.0,Libya
5972,1996.0,Libya
5973,1996.0,Libya
5974,1996.0,Libya
5975,1996.0,Libya
5976,1996.0,Libya
5977,1996.0,Libya
5978,1996.0,Libya
5979,1996.0,Libya
5980,1996.0,Libya
5981,1996.0,Libya
5982,1996.0,Libya
5983,1996.0,Libya
5984,1996.0,Libya
5985,1996.0,Libya
5986,1996.0,Libya
5987,1996.0,Libya
5988,1996.0,Libya
5989,1996.0,Libya
5990,1996.0,Libya
5991,1996.0,Libya
5992,1996.0,Libya
5993,1996.0,Libya
5994,1996.0,Libya
5995,1996.0,Libya
5996,1996.0,Libya
5997,1996.0,Libya
5998,1996.0,Libya
5999,1997.0,Libya
6000,1997.0,Libya
6001,1997.0,Libya
6002,1997.0,Libya
6003,1997.0,Libya
6004,1997.0,Libya
6005,1997.0,Libya
6006,1997.0,Libya
6007,1997.0,Libya
6008,1997.0,Libya
6009,1997.0,Libya
6010,1997.0,Libya
6011,1997.0,Libya
6012,1997.0,Libya
6013,1997.0,Libya
6014,1997.0,Libya
6015,1997.0,Libya
6016,1997.0,Libya
6017,1997.0,Libya
6018,1997.0,Libya
6019,1997.0,Libya
6020,1997.0,Libya
6021,1997.0,Libya
6022,1997.0,Libya
6023,1997.0,Libya
6024,1997.0,Libya
6025,1997.0,Libya
6026,1997.0,Libya
6027,1997.0,Libya
6028,1997.0,Libya
6029,1997.0,Libya
6030,1997.0,Libya
6031,1997.0,Libya
6032,1997.0,Libya
6033,1997.0,Libya
6034,1997.0,Libya
6035,1997.0,Libya
6036,1997.0,Libya
6037,1997.0,Libya
6038,1997.0,Libya
6039,1997.0,Libya
6040,1997.0,Libya
6041,1997.0,Libya
6042,1997.0,Libya
6043,1997.0,Libya
6044,1997.0,Libya
6045,1997.0,Libya
6046,1997.0,Libya
6047,1997.0,Libya
6048,1997.0,Libya
6049,1997.0,Libya
6050,1997.0,Libya
6051,1997.0,Libya
6052,1997.0,Libya
6053,1997.0,Libya
6054,1997.0,Libya
6055,1997.0,Libya
6056,1997.0,Libya
6057,1997.0,Libya
6058,1997.0,Libya
6059,1997.0,Libya
6060,1997.0,Libya
6061,1997.0,Libya
6062,1997.0,Libya
6063,1997.0,Libya
6064,1997.0,Libya
6065,1997.0,Libya
6066,1997.0,Libya
6067,1997.0,Libya
6068,1997.0,Libya
6069,1997.0,Libya
6070,1997.0,Libya
6071,1997.0,Libya
6072,1997.0,Libya
6073,1997.0,Libya
6074,1997.0,Libya
6075,1997.0,Libya
6076,1997.0,Libya
6077,1997.0,Libya
6078,1997.0,Libya
6079,1997.0,Libya
6080,1997.0,Libya
6081,1997.0,Libya
6082,1997.0,Libya
6083,1997.0,Libya
6084,1997.0,Libya
6085,1997.0,Libya
6086,1997.0,Libya
6087,1997.0,Libya
6088,1997.0,Libya
6089,1997.0,Libya
6090,1997.0,Libya
6091,1997.0,Libya
6092,1997.0,Libya
6093,1997.0,Libya
6094,1997.0,Libya
6095,1997.0,Libya
6096,1997.0,Libya
6097,1997.0,Libya
6098,1997.0,Libya
6099,1997.0,Libya
6100,1997.0,Libya
6101,1997.0,Libya
6102,1997.0,Libya
6103,1997.0,Libya
6104,1997.0,Libya
6105,1997.0,Libya
6106,1997.0,Libya
6107,1997.0,Libya
6108,1997.0,Libya
6109,1997.0,Libya
6110,1997.0,Libya
6111,1997.0,Libya
6112,1997.0,Libya
6113,1997.0,Libya
6114,1997.0,Libya
6115,1997.0,Libya
6116,1997.0,Libya
6117,1997.0,Libya
6118,1997.0,Libya
6119,1997.0,Libya
6120,1997.0,Libya
6121,1997.0,Libya
6122,1997.0,Libya
6123,1997.0,Libya
6124,1997.0,Libya
6125,1997.0,Libya
6126,1997.0,Libya
6127,1997.0,Libya
6128,1997.0,Libya
6129,1997.0,Libya
6130,1997.0,Libya
6131,1997.0,Libya
6132,1997.0,Libya
6133,1997.0,Libya
6134,1997.0,Libya
6135,1997.0,Libya
6136,1997.0,Libya
6137,1997.0,Libya
6138,1997.0,Libya
6139,1997.0,Libya
6140,1997.0,Libya
6141,1997.0,Libya
6142,1997.0,Libya
6143,1997.0,Libya
6144,1997.0,Libya
6145,1997.0,Libya
6146,1997.0,Libya
6147,1997.0,Libya
6148,1997.0,Libya
6149,1997.0,Libya
6150,1997.0,Libya
6151,1997.0,Libya
6152,1997.0,Libya
6153,1997.0,Libya
6154,1997.0,Libya
6155,1997.0,Libya
6156,1997.0,Libya
6157,1997.0,Libya
6158,1997.0,Libya
6159,1997.0,Libya
6160,1997.0,Libya
6161,1997.0,Libya
6162,1997.0,Libya
6163,1997.0,Libya
6164,1997.0,Libya
6165,1997.0,Libya
6166,1997.0,Libya
6167,1997.0,Libya
6168,1997.0,Libya
6169,1998.0,Libya
6170,1998.0,Libya
6171,1998.0,Libya
6172,1998.0,Libya
6173,1998.0,Libya
6174,1998.0,Libya
6175,1998.0,Libya
6176,1998.0,Libya
6177,1998.0,Libya
6178,1998.0,Libya
6179,1998.0,Libya
6180,1998.0,Libya
6181,1998.0,Libya
6182,1998.0,Libya
6183,1998.0,Libya
6184,1998.0,Libya
6185,1998.0,Libya
6186,1998.0,Libya
6187,1998.0,Libya
6188,1998.0,Libya
6189,1998.0,Libya
6190,1998.0,Libya
6191,1998.0,Libya
6192,1998.0,Libya
6193,1998.0,Libya
6194,1998.0,Libya
6195,1998.0,Libya
6196,1998.0,Libya
6197,1998.0,Libya
6198,1998.0,Libya
6199,1998.0,Libya
6200,1998.0,Libya
6201,1998.0,Libya
6202,1998.0,Libya
6203,1998.0,Libya
6204,1998.0,Libya
6205,1998.0,Libya
6206,1998.0,Libya
6207,1998.0,Libya
6208,1998.0,Libya
6209,1998.0,Libya
6210,1998.0,Libya
6211,1998.0,Libya
6212,1998.0,Libya
6213,1998.0,Libya
6214,1998.0,Libya
6215,1998.0,Libya
6216,1998.0,Libya
6217,1998.0,Libya
6218,1998.0,Libya
6219,1998.0,Libya
6220,1998.0,Libya
6221,1998.0,Libya
6222,1998.0,Libya
6223,1998.0,Libya
6224,1998.0,Libya
6225,1998.0,Libya
6226,1998.0,Libya
6227,1998.0,Libya
6228,1998.0,Libya
6229,1998.0,Libya
6230,1998.0,Libya
6231,1998.0,Libya
6232,1998.0,Libya
6233,1998.0,Libya
6234,1998.0,Libya
6235,1998.0,Libya
6236,1998.0,Libya
6237,1998.0,Libya
6238,1998.0,Libya
6239,1998.0,Libya
6240,1998.0,Libya
6241,1998.0,Libya
6242,1998.0,Libya
6243,1998.0,Libya
6244,1998.0,Libya
6245,1998.0,Libya
6246,1998.0,Libya
6247,1998.0,Libya
6248,1998.0,Libya
6249,1998.0,Libya
6250,1998.0,Libya
6251,1998.0,Libya
6252,1998.0,Libya
6253,1998.0,Libya
6254,1998.0,Libya
6255,1997.0,Libya
6256,1997.0,Libya
6257,1997.0,Libya
6258,1997.0,Libya
6259,1997.0,Libya
6260,1997.0,Libya
6261,1997.0,Libya
6262,1997.0,Libya
6263,1997.0,Libya
6264,1997.0,Libya
6265,1997.0,Libya
6266,1997.0,Libya
6267,1997.0,Libya
6268,1997.0,Libya
6269,1997.0,Libya
6270,1997.0,Libya
6271,1997.0,Libya
6272,1997.0,Libya
6273,1997.0,Libya
6274,1997.0,Libya
6275,1997.0,Libya
6276,1997.0,Libya
6277,1997.0,Libya
6278,1997.0,Libya
6279,1997.0,Libya
6280,1997.0,Libya
6281,1997.0,Libya
6282,1997.0,Libya
6283,1997.0,Libya
6284,1997.0,Libya
6285,1997.0,Libya
6286,1997.0,Libya
6287,1997.0,Libya
6288,1997.0,Libya
6289,1997.0,Libya
6290,1997.0,Libya
6291,1997.0,Libya
6292,1997.0,Libya
6293,1997.0,Libya
6294,1997.0,Libya
6295,1997.0,Libya
6296,1997.0,Libya
6297,1997.0,Libya
6298,1997.0,Libya
6299,1997.0,Libya
6300,1997.0,Libya
6301,1997.0,Libya
6302,1997.0,Libya
6303,1997.0,Libya
6304,1997.0,Libya
6305,1997.0,Libya
6306,1997.0,Libya
6307,1997.0,Libya
6308,1997.0,Libya
6309,1997.0,Libya
6310,1997.0,Libya
6311,1997.0,Libya
6312,1997.0,Libya
6313,1997.0,Libya
6314,1997.0,Libya
6316,1997.0,Libya
6317,1997.0,Libya
6318,1997.0,Libya
6319,1997.0,Libya
6320,1997.0,Libya
6321,1997.0,Libya
6322,1997.0,Libya
6323,1997.0,Libya
6324,1997.0,Libya
6325,1997.0,Libya
6326,1997.0,Libya
6327,1997.0,Libya
6328,1997.0,Libya
6329,1997.0,Libya
6330,1997.0,Libya
6331,1997.0,Libya
6332,1997.0,Libya
6333,1997.0,Libya
6334,1997.0,Libya
6335,1997.0,Libya
6336,1997.0,Libya
6337,1997.0,Libya
6338,1997.0,Libya
6339,1997.0,Libya
6340,1997.0,Libya
6341,1997.0,Libya
6342,1998.0,Libya
6343,1998.0,Libya
6344,1998.0,Libya
6345,1998.0,Libya
6346,1998.0,Libya
6347,1998.0,Libya
6348,1998.0,Libya
6349,1998.0,Libya
6350,1998.0,Libya
6351,1998.0,Libya
6352,1998.0,Libya
6353,1998.0,Libya
6354,1998.0,Libya
6355,1998.0,Libya
6356,1998.0,Libya
6357,1998.0,Libya
6358,1998.0,Libya
6359,1998.0,Libya
6360,1998.0,Libya
6361,1998.0,Libya
6362,1998.0,Libya
6363,1998.0,Libya
6364,1998.0,Libya
6365,1998.0,Libya
6366,1998.0,Libya
6367,1998.0,Libya
6368,1998.0,Libya
6369,1998.0,Libya
6370,1998.0,Libya
6371,1998.0,Libya
6372,1998.0,Libya
6373,1998.0,Libya
6374,1998.0,Libya
6375,1998.0,Libya
6376,1998.0,Libya
6377,1998.0,Libya
6378,1998.0,Libya
6379,1998.0,Libya
6380,1998.0,Libya
6381,1998.0,Libya
6382,1998.0,Libya
6383,1998.0,Libya
6384,1998.0,Libya
6385,1998.0,Libya
6386,1998.0,Libya
6387,1998.0,Libya
6388,1998.0,Libya
6389,1998.0,Libya
6390,1998.0,Libya
6391,1998.0,Libya
6392,1998.0,Libya
6393,1998.0,Libya
6394,1998.0,Libya
6395,1998.0,Libya
6396,1998.0,Libya
6397,1998.0,Libya
6398,1998.0,Libya
6399,1998.0,Libya
6400,1998.0,Libya
6401,1998.0,Libya
6402,1998.0,Libya
6403,1998.0,Libya
6404,1998.0,Libya
6405,1998.0,Libya
6406,1998.0,Libya
6407,1998.0,Libya
6408,1998.0,Libya
6409,1998.0,Libya
6410,1998.0,Libya
6411,1998.0,Libya
6412,1998.0,Libya
6413,1998.0,Libya
6414,1998.0,Libya
6415,1998.0,Libya
6416,1998.0,Libya
6417,1998.0,Libya
6418,1997.0,Libya
6419,1999.0,Libya
6420,1999.0,Libya
6421,1999.0,Libya
6422,1997.0,Libya
6423,1999.0,Libya
6424,1999.0,Libya
6425,1999.0,Libya
6426,1999.0,Libya
6427,1999.0,Libya
6428,1999.0,Libya
6429,1999.0,Libya
6430,2000.0,Libya
6431,1999.0,Libya
6432,1999.0,Libya
6433,1999.0,Libya
6434,1999.0,Libya
6435,2000.0,Libya
6436,1999.0,Libya
6437,1999.0,Libya
6438,1999.0,Libya
6439,1999.0,Libya
6440,1999.0,Libya
6442,1999.0,Libya
6443,1999.0,Libya
6444,2000.0,Libya
6445,1999.0,Libya
6446,1999.0,Libya
6447,1999.0,Libya
6448,1999.0,Libya
6449,2000.0,Libya
6450,1999.0,Libya
6451,1999.0,Libya
6452,1999.0,Libya
6453,1999.0,Libya
6454,1999.0,Libya
6455,1999.0,Libya
6456,1999.0,Libya
6457,1999.0,Libya
6458,1999.0,Libya
6459,1999.0,Libya
6460,1999.0,Libya
6461,1999.0,Libya
6462,1999.0,Libya
6463,1999.0,Libya
6464,1999.0,Libya
6465,1999.0,Libya
6466,1999.0,Libya
6467,1999.0,Libya
6468,1999.0,Libya
6470,1999.0,Libya
6471,1999.0,Libya
6472,1999.0,Libya
6473,1999.0,Libya
6474,1999.0,Libya
6475,1999.0,Libya
6476,1999.0,Libya
6477,1999.0,Libya
6478,1999.0,Libya
6479,1999.0,Libya
6480,1999.0,Libya
6481,1999.0,Libya
6482,1999.0,Libya
6483,1999.0,Libya
6484,1999.0,Libya
6485,1999.0,Libya
6486,1999.0,Libya
6487,1999.0,Libya
6488,1999.0,Libya
6489,1999.0,Libya
6490,1999.0,Libya
6491,1999.0,Libya
6492,1999.0,Libya
6493,1999.0,Libya
6494,1999.0,Libya
6495,1999.0,Libya
6496,1999.0,Libya
6497,1999.0,Libya
6498,1999.0,Libya
6499,1999.0,Libya
6500,1999.0,Libya
6501,1999.0,Libya
6502,1999.0,Libya
6503,1999.0,Libya
6504,1999.0,Libya
6505,1997.0,Libya
6506,1997.0,Libya
6507,1999.0,Libya
6508,1998.0,Libya
6509,1998.0,Libya
6510,1998.0,Libya
6511,1998.0,Libya
6512,1998.0,Libya
6513,1998.0,Libya
6514,1998.0,Libya
6515,1998.0,Libya
6516,1998.0,Libya
6517,1998.0,Libya
6518,1999.0,Libya
6519,1998.0,Libya
6520,1999.0,Libya
6521,1999.0,Libya
6522,1999.0,Libya
6523,1999.0,Libya
6524,1999.0,Libya
6525,1999.0,Libya
6526,1999.0,Libya
6527,1999.0,Libya
6528,1999.0,Libya
6529,1999.0,Libya
6530,1999.0,Libya
6531,1999.0,Libya
6532,1999.0,Libya
6533,1999.0,Libya
6534,1999.0,Libya
6535,1999.0,Libya
6536,1999.0,Libya
6537,1999.0,Libya
6538,1999.0,Libya
6539,1999.0,Libya
6540,1999.0,Libya
6541,1999.0,Libya
6542,1999.0,Libya
6543,1999.0,Libya
6544,1999.0,Libya
6545,1999.0,Libya
6546,1999.0,Libya
6547,1999.0,Libya
6548,1999.0,Libya
6549,1999.0,Libya
6550,1999.0,Libya
6551,2000.0,Libya
6552,2000.0,Libya
6553,2000.0,Libya
6554,2000.0,Libya
6555,2000.0,Libya
6556,2000.0,Libya
6557,2000.0,Libya
6558,2000.0,Libya
6559,2000.0,Libya
6560,2000.0,Libya
6561,2000.0,Libya
6562,2000.0,Libya
6563,2000.0,Libya
6564,2000.0,Libya
6565,2000.0,Libya
6566,2000.0,Libya
6567,2000.0,Libya
6568,2000.0,Libya
6569,2000.0,Libya
6570,2000.0,Libya
6571,2000.0,Libya
6572,2000.0,Libya
6573,2000.0,Libya
6574,2000.0,Libya
6575,2000.0,Libya
6576,2000.0,Libya
6577,2000.0,Libya
6578,2000.0,Libya
6579,2000.0,Libya
6580,2000.0,Libya
6581,2000.0,Libya
6582,2000.0,Libya
6583,2000.0,Libya
6584,2000.0,Libya
6585,2000.0,Libya
6586,2000.0,Libya
6587,2000.0,Libya
6588,2000.0,Libya
6589,2000.0,Libya
6590,2000.0,Libya
6591,2000.0,Libya
6592,2000.0,Libya
6593,2000.0,Libya
6594,2000.0,Libya
6595,2000.0,Libya
6596,2000.0,Libya
6597,2000.0,Libya
6598,2000.0,Libya
6599,2000.0,Libya
6600,2000.0,Libya
6601,2000.0,Libya
6602,2000.0,Libya
6603,2000.0,Libya
6604,2000.0,Libya
6605,2000.0,Libya
6606,2000.0,Libya
6607,2000.0,Libya
6608,2000.0,Libya
6609,2000.0,Libya
6610,2000.0,Libya
6611,1999.0,Libya
6612,1998.0,Libya
6613,1998.0,Libya
6614,1998.0,Libya
6615,1999.0,Libya
6616,1999.0,Libya
6617,1999.0,Libya
6618,1999.0,Libya
6619,1999.0,Libya
6620,1998.0,Libya
6621,1998.0,Libya
6622,1999.0,Libya
6623,1999.0,Libya
6624,1999.0,Libya
6625,1999.0,Libya
6626,1998.0,Libya
6627,1998.0,Libya
6628,1999.0,Libya
6629,1999.0,Libya
6630,1998.0,Libya
6631,1999.0,Libya
6632,1998.0,Libya
6633,1999.0,Libya
6634,1999.0,Libya
6635,1999.0,Libya
6636,1999.0,Libya
6637,1999.0,Libya
6638,1999.0,Libya
6639,2000.0,Libya
6640,1998.0,Libya
6641,2000.0,Libya
6642,1998.0,Libya
6643,2001.0,Libya
6644,1999.0,Libya
6645,2000.0,Libya
6646,1998.0,Libya
6647,1998.0,Libya
6648,2000.0,Libya
6649,2000.0,Libya
6650,2000.0,Libya
6651,2000.0,Libya
6652,2000.0,Libya
6653,2000.0,Libya
6654,2000.0,Libya
6655,2000.0,Libya
6656,2000.0,Libya
6657,2000.0,Libya
6658,2000.0,Libya
6659,2000.0,Libya
6660,2000.0,Libya
6661,2000.0,Libya
6662,2000.0,Libya
6663,2000.0,Libya
6664,2000.0,Libya
6665,2000.0,Libya
6666,2000.0,Libya
6667,2000.0,Libya
6668,2000.0,Libya
6669,2001.0,Libya
6670,1998.0,Libya
6671,1998.0,Libya
6672,1998.0,Libya
6673,1999.0,Libya
6674,2000.0,Libya
6675,2000.0,Libya
6676,2000.0,Libya
6677,2000.0,Libya
6678,2000.0,Libya
6679,2000.0,Libya
6680,2000.0,Libya
6681,2000.0,Libya
6682,2000.0,Libya
6683,2000.0,Libya
6684,2000.0,Libya
6685,2000.0,Libya
6686,2000.0,Libya
6687,2000.0,Libya
6688,2000.0,Libya
6689,2000.0,Libya
6690,2000.0,Libya
6691,2000.0,Libya
6692,2000.0,Libya
6693,2000.0,Libya
6694,2000.0,Libya
6695,2000.0,Libya
6696,2000.0,Libya
6697,2000.0,Libya
6698,2000.0,Libya
6699,2000.0,Libya
6700,2000.0,Libya
6701,2000.0,Libya
6702,2000.0,Libya
6703,2000.0,Libya
6704,2000.0,Libya
6705,2000.0,Libya
6706,2000.0,Libya
6707,2000.0,Libya
6708,2000.0,Libya
6709,2000.0,Libya
6710,2000.0,Libya
6711,2000.0,Libya
6712,2000.0,Libya
6713,2000.0,Libya
6714,2000.0,Libya
6715,2000.0,Libya
6716,1998.0,Libya
6717,1999.0,Libya
6718,1998.0,Libya
6719,1999.0,Libya
6720,1997.0,Libya
6721,1998.0,Libya
6722,1999.0,Libya
6723,1999.0,Libya
6724,1999.0,Libya
6725,1998.0,Libya
6726,1998.0,Libya
6727,1997.0,Libya
6728,2000.0,Libya
6729,1998.0,Libya
6730,1998.0,Libya
6731,1998.0,Libya
6732,1999.0,Libya
6733,1998.0,Libya
6734,1998.0,Libya
6735,1999.0,Libya
6736,1999.0,Libya
6737,1999.0,Libya
6738,1999.0,Libya
6739,1999.0,Libya
6740,1999.0,Libya
6741,2000.0,Libya
6742,1999.0,Libya
6743,2000.0,Libya
6744,2001.0,Libya
6745,2001.0,Libya
6746,2000.0,Libya
6747,2002.0,Libya
6748,2002.0,Libya
6749,2002.0,Libya
6750,2002.0,Libya
6751,2002.0,Libya
6752,2002.0,Libya
6753,2002.0,Libya
6754,2002.0,Libya
6755,2002.0,Libya
6756,2002.0,Libya
6757,2002.0,Libya
6758,2002.0,Libya
6759,2001.0,Libya
6761,1999.0,Libya
6762,1999.0,Libya
6763,2000.0,Libya
6806,2000.0,Libya
6807,2000.0,Libya
6809,2001.0,Ocean
6810,1992.0,Ocean
6811,1992.0,Ocean
6812,1992.0,Ocean
6813,1992.0,Ocean
6814,1992.0,Ocean
6815,1992.0,Ocean
6816,1992.0,Ocean
6817,1992.0,Ocean
6818,1992.0,Ocean
6836,1991.0,Australia
6850,2009.0,United States
6852,1991.0,Australia
6853,1991.0,Australia
6854,1991.0,Australia
6855,1991.0,Australia
6864,2000.0,Ocean
6865,2000.0,Ocean
6892,2007.0,United States
6893,1999.0,United States
6895,1999.0,Oman
6896,1999.0,Oman
6897,1999.0,Oman
6898,1999.0,Oman
6899,2000.0,Oman
6900,1999.0,Oman
6901,1999.0,Oman
6902,1999.0,Oman
6903,1999.0,Oman
6904,1999.0,Oman
6905,1999.0,Oman
6906,2000.0,Oman
6907,2000.0,Oman
6908,2000.0,Oman
6909,2000.0,Oman
6910,2000.0,Oman
6911,2000.0,Oman
6912,2000.0,Oman
6913,2000.0,Oman
6915,2000.0,Oman
6916,2000.0,Oman
6917,2000.0,Oman
6918,2000.0,Oman
6919,2000.0,Oman
6920,2000.0,Oman
6921,2000.0,Oman
6922,1999.0,Oman
6923,1999.0,Oman
6924,1999.0,Oman
6925,1999.0,Oman
6926,1999.0,Oman
6927,1999.0,Oman
6928,1999.0,Oman
6929,1999.0,Oman
6930,1999.0,Oman
6931,1999.0,Oman
6932,1999.0,Oman
6933,1999.0,Oman
6934,1999.0,Oman
6935,1999.0,Oman
6936,1999.0,Oman
6937,1999.0,Oman
6938,1999.0,Oman
6939,1999.0,Oman
6940,1999.0,Oman
6941,1999.0,Oman
6942,1999.0,Oman
6943,1999.0,Oman
6944,1999.0,Oman
6945,1999.0,Oman
6946,1999.0,Oman
6947,1999.0,Oman
6948,1999.0,Oman
6949,1999.0,Oman
6950,1999.0,Oman
6951,1999.0,Oman
6952,1999.0,Oman
6953,1999.0,Oman
6954,1999.0,Oman
6955,1999.0,Oman
6956,1999.0,Oman
6957,1999.0,Oman
6958,1999.0,Oman
6959,1999.0,Oman
6960,1999.0,Oman
6961,1999.0,Oman
6962,1999.0,Oman
6963,1999.0,Oman
6964,1999.0,Oman
6965,1999.0,Oman
6966,1999.0,Oman
6967,1999.0,Oman
6968,1999.0,Oman
6969,1999.0,Oman
6970,1999.0,Oman
6971,1999.0,Oman
6972,1999.0,Oman
6973,1999.0,Oman
6974,1999.0,Oman
6975,1999.0,Oman
6976,1999.0,Oman
6977,1999.0,Oman
6978,1999.0,Oman
6979,1999.0,Oman
6980,1999.0,Oman
6981,1999.0,Oman
6982,1999.0,Oman
6983,1999.0,Oman
6984,1999.0,Oman
6985,1999.0,Oman
6986,1999.0,Oman
6987,1999.0,Oman
6988,1999.0,Oman
6989,1999.0,Oman
6990,1999.0,Oman
6991,1999.0,Oman
6992,1999.0,Oman
6993,1999.0,Oman
6994,1999.0,Oman
6995,1999.0,Oman
6996,1998.0,Oman
6997,1998.0,Oman
6998,2001.0,Oman
6999,2001.0,Oman
7000,2001.0,Oman
7001,2001.0,Oman
7002,2002.0,Oman
7003,2003.0,Oman
7004,2002.0,Oman
7005,2003.0,Oman
7006,1999.0,Oman
7007,2002.0,Oman
7008,2002.0,Oman
7009,2002.0,Oman
7010,2003.0,Oman
7011,2002.0,Oman
7012,2002.0,Oman
7013,2003.0,Oman
7014,2002.0,Oman
7015,2001.0,Oman
7016,2001.0,Oman
7017,1999.0,Oman
7018,2001.0,Oman
7019,2001.0,Oman
7020,2001.0,Oman
7021,2001.0,Oman
7022,2002.0,Oman
7023,2002.0,Oman
7024,2003.0,Oman
7025,2003.0,Oman
7026,2003.0,Oman
7027,2003.0,Oman
7028,1999.0,Oman
7029,2003.0,Oman
7030,2003.0,Oman
7031,2003.0,Oman
7032,2003.0,Oman
7033,2003.0,Oman
7034,2003.0,Oman
7035,2003.0,Oman
7036,2003.0,Oman
7037,2003.0,Oman
7038,2000.0,Oman
7039,1999.0,Oman
7040,2000.0,Oman
7041,2000.0,Oman
7042,2000.0,Oman
7043,2000.0,Oman
7044,2000.0,Oman
7045,2000.0,Oman
7046,2000.0,Oman
7047,2000.0,Oman
7048,2000.0,Oman
7049,2000.0,Oman
7050,1999.0,Oman
7051,2000.0,Oman
7052,2000.0,Oman
7053,2000.0,Oman
7054,2000.0,Oman
7055,2000.0,Oman
7056,2000.0,Oman
7057,2000.0,Oman
7058,2000.0,Oman
7059,2000.0,Oman
7060,2000.0,Oman
7061,2000.0,Oman
7062,2000.0,Oman
7063,2000.0,Oman
7064,2000.0,Oman
7065,2000.0,Oman
7066,2000.0,Oman
7067,2000.0,Oman
7068,2000.0,Oman
7069,2000.0,Oman
7070,2000.0,Oman
7071,2000.0,Oman
7072,2000.0,Oman
7073,2000.0,Oman
7074,2000.0,Oman
7075,2000.0,Oman
7077,2001.0,Oman
7078,2001.0,Oman
7079,2001.0,Oman
7080,2001.0,Oman
7081,2001.0,Oman
7082,2001.0,Oman
7083,2000.0,Oman
7084,2001.0,Oman
7085,2001.0,Oman
7086,2001.0,Oman
7087,2001.0,Oman
7088,2003.0,Oman
7089,2003.0,Oman
7090,2004.0,Oman
7091,2004.0,Oman
7092,2004.0,Oman
7093,2000.0,Oman
7094,2000.0,Oman
7095,2004.0,Oman
7096,2000.0,Oman
7097,2004.0,Oman
7098,2000.0,Oman
7099,2005.0,Oman
7100,2005.0,Oman
7101,2000.0,Oman
7102,2005.0,Oman
7103,2005.0,Oman
7104,2005.0,Oman
7105,2005.0,Oman
7106,2000.0,Oman
7107,2005.0,Oman
7108,2005.0,Oman
7109,2000.0,Oman
7110,2005.0,Oman
7111,2005.0,Oman
7112,2000.0,Oman
7113,2005.0,Oman
7114,2000.0,Oman
7115,2005.0,Oman
7116,2005.0,Oman
7117,2005.0,Oman
7118,2000.0,Oman
7119,2005.0,Oman
7120,2005.0,Oman
7121,2000.0,Oman
7122,2002.0,Oman
7123,2003.0,Oman
7124,2004.0,Oman
7125,2004.0,Oman
7126,2004.0,Oman
7127,2004.0,Oman
7128,2004.0,Oman
7129,2000.0,Oman
7130,2000.0,Oman
7131,2000.0,Oman
7132,2003.0,Oman
7133,2003.0,Oman
7134,2004.0,Oman
7135,2003.0,Oman
7136,2005.0,Oman
7137,2000.0,Oman
7138,2005.0,Oman
7139,2000.0,Oman
7140,2005.0,Oman
7141,2000.0,Oman
7142,2005.0,Oman
7143,2005.0,Oman
7144,2000.0,Oman
7145,2005.0,Oman
7146,2005.0,Oman
7147,2000.0,Oman
7148,2005.0,Oman
7149,2003.0,Oman
7150,2005.0,Oman
7151,2005.0,Oman
7152,2005.0,Oman
7153,2000.0,Oman
7154,2005.0,Oman
7155,2005.0,Oman
7156,2005.0,Oman
7157,2005.0,Oman
7158,2005.0,Oman
7159,2002.0,Oman
7160,2005.0,Oman
7161,2004.0,Oman
7162,2004.0,Oman
7163,2000.0,Oman
7164,2004.0,Oman
7165,2001.0,Oman
7166,2001.0,Oman
7167,2001.0,Oman
7168,2003.0,Oman
7169,2003.0,Oman
7170,2002.0,Oman
7171,2001.0,Oman
